series_animedb_id,series_title,series_type,series_episodes,my_id,my_watched_episodes,my_start_date,my_finish_date,my_rated,my_score,my_storage,my_storage_value,my_status,my_comments,my_times_watched,my_rewatch_value,my_priority,my_tags,my_rewatching,my_rewatching_ep,my_discuss,my_sns,update_on_import
53163,Kawaisugi Crisis,TV,12,0,1,2023-04-08,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
52990,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",TV,12,0,12,2023-10-07,2023-12-22,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
55887,"Kekkon suru tte, Hontou desu ka",TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
54265,Kekkon Yubiwa Monogatari,TV,12,0,8,2024-01-08,0000-00-00,,0,,0.00,Dropped,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by90YWxlcy1vZi13ZWRkaW5nLXJpbmdzLTE4ODQxIiwicCI6IiJ9::,0,0,1,default,0
53199,Kidou Senshi Gundam: Suisei no Majo Season 2,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
38000,Kimetsu no Yaiba,TV,26,0,26,2022-07-31,2022-08-03,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Movie,1,0,1,2022-08-07,2022-08-07,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
55701,Kimetsu no Yaiba: Hashira Geiko-hen,TV,8,0,8,2024-05-13,2024-07-01,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,TV,11,0,11,2023-04-10,2023-06-19,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
49926,Kimetsu no Yaiba: Mugen Ressha-hen,TV,7,0,7,2022-08-03,2022-08-04,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
47778,Kimetsu no Yaiba: Yuukaku-hen,TV,11,0,11,2022-08-04,2022-08-05,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
6045,Kimi ni Todoke,TV,25,0,25,2023-07-16,2023-07-18,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
9656,Kimi ni Todoke 2nd Season,TV,12,0,12,2023-07-19,2023-07-23,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
10536,Kimi ni Todoke 2nd Season: Minitodo Gekijou,Special,3,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
56538,Kimi ni Todoke 3rd Season,ONA,5,0,5,2024-08-03,2024-08-11,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
53747,Kimi no Iro,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
54714,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,TV,12,0,12,2023-10-09,2023-12-25,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by90aGUtMTAwLWdpcmxmcmllbmRzLXdoby1yZWFsbHktcmVhbGx5LXJlYWxseS1yZWFsbHktcmVhbGx5LWxvdmUteW91LTE4NTgwIiwicCI6IiJ9::,0,0,1,default,0
57616,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
32281,Kimi no Na wa.,Movie,1,0,0,2022-12-25,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
36098,Kimi no Suizou wo Tabetai,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
49981,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II",TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
38594,"Kimi to, Nami ni Noretara",Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
50796,Kimi wa Houkago Insomnia,TV,13,0,13,2023-04-11,2023-07-08,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
57611,Kimi wa Meido-sama.,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
49835,Kimi wo Aishita Hitori no Boku e,Movie,1,0,1,2023-04-07,2023-04-07,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51213,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,TV,12,0,12,2022-07-09,2022-09-21,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37475,Kishuku Gakkou no Juliet,TV,12,0,12,2023-02-26,2023-02-26,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31798,Kiznaiver,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
56609,Kizumonogatari: Koyomi Vamp,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
51139,Kizuna no Allele,TV,12,0,1,2023-04-04,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
28851,Koe no Katachi,Movie,1,0,1,2023-12-11,2023-12-11,,0,,0.00,Completed,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9hLXNpbGVudC12b2ljZS0xMSIsInAiOiIifQ==::",0,0,1,default,0
12175,Koi to Senkyo to Chocolate,TV,12,0,12,2022-08-28,2022-08-30,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34934,Koi to Uso,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
55996,Koi wa Futago de Warikirenai,TV,12,0,10,2024-07-11,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
48643,Koi wa Sekai Seifuku no Ato de,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
11887,Kokoro Connect,TV,13,0,13,2023-11-05,2023-11-06,,8,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by93YXRjaC9rb2tvcm8tY29ubmVjdC03NDQiLCJwIjoiIn0=::,0,0,1,default,0
16001,Kokoro Connect: Michi Random,Special,4,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
48926,"Komi-san wa, Comyushou desu.",TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
50631,"Komi-san wa, Comyushou desu. 2nd Season",TV,12,0,12,0000-00-00,2022-06-23,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31952,Kono Bijutsu-bu ni wa Mondai ga Aru!,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51958,Kono Subarashii Sekai ni Bakuen wo!,TV,12,0,12,2023-04-06,2023-11-20,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30831,Kono Subarashii Sekai ni Shukufuku wo!,TV,10,0,10,2022-08-27,2022-08-28,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10,0,10,2022-12-17,2022-12-31,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA,1,0,1,2023-12-12,2023-12-12,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
49458,Kono Subarashii Sekai ni Shukufuku wo! 3,TV,11,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Movie,1,0,1,2023-03-26,2023-03-26,,9,,0.00,Completed,Made me laugh so much,0,,LOW,,0,0,1,default,0
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,1,0,1,2023-12-15,2023-12-15,,0,,0.00,Completed,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9rb25vLXN1YmFyYXNoaWktc2VrYWktbmktc2h1a3VmdWt1LXdvLWtvbm8tc3ViYXJhc2hpaS1jaG9rZXItbmktc2h1a3VmdWt1LXdvLTcxOSIsInAiOiIifQ==::",0,0,1,default,0
35241,Konohana Kitan,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52934,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",TV,12,0,12,2023-10-11,2023-12-21,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9pbS1naXZpbmctdGhlLWRpc2dyYWNlZC1ub2JsZS1sYWR5LWktcmVzY3VlZC1hLWNyYXNoLWNvdXJzZS1pbi1uYXVnaHRpbmVzcy0xODU5MSIsInAiOiIifQ==::,0,0,1,default,0
52173,Koori Zokusei Danshi to Cool na Douryou Joshi,TV,12,0,12,2023-01-05,2023-03-22,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
16782,Kotonoha no Niwa,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
50590,Koukyuu no Karasu,TV,13,0,13,2022-10-02,2022-12-25,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
28623,Koutetsujou no Kabaneri,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
51815,Kubo-san wa Mob wo Yurusanai,TV,12,0,12,2023-01-12,2023-06-20,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
49776,Kumichou Musume to Sewagakari,TV,12,0,12,2022-07-18,2022-09-23,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
11771,Kuroko no Basket,TV,25,0,25,2023-10-13,2023-10-18,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
16894,Kuroko no Basket 2nd Season,TV,25,0,25,2023-10-18,2023-10-21,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
24415,Kuroko no Basket 3rd Season,TV,25,0,25,2023-10-22,2023-10-25,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31658,Kuroko no Basket Movie 4: Last Game,Movie,1,0,1,2023-10-27,2023-10-27,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31051,Kuroko no Basket: Saikou no Present desu,Special,1,0,1,2023-10-25,2023-10-25,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
4898,Kuroshitsuji,TV,24,0,1,2023-11-20,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
31812,Kuroshitsuji Movie: Book of the Atlantic,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
22145,Kuroshitsuji: Book of Circus,TV,10,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
23317,Kuroshitsuji: Book of Murder,OVA,2,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
55855,Kuroshitsuji: Kishuku Gakkou-hen,TV,11,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
54492,Kusuriya no Hitorigoto,TV,24,0,24,2023-10-22,2024-03-24,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by90aGUtYXBvdGhlY2FyeS1kaWFyaWVzLTE4NTc4IiwicCI6IiJ9::,0,0,1,default,0
32949,Kuzu no Honkai,TV,12,0,10,2022-11-05,0000-00-00,,7,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
39017,Kyokou Suiri,TV,12,0,12,2022-10-08,2022-10-09,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
44204,Kyokou Suiri Season 2,TV,12,0,12,2023-01-15,2023-03-30,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
18153,Kyoukai no Kanata,TV,12,0,12,2024-07-17,2024-07-20,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Movie,1,0,1,2024-07-20,2024-07-20,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23385,Kyoukai no Kanata: Shinonome,Special,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
51764,Level 1 dakedo Unique Skill de Saikyou desu,TV,12,0,4,2023-07-08,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
53852,Li Shi Zhentan Shiwusuo: A Day in Lungmen,ONA,6,0,0,0000-00-00,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
48633,Liar Liar,TV,12,0,12,2023-07-09,2023-09-26,,5,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by93YXRjaC9saWFyLWxpYXItMTc3OTkiLCJwIjoiIn0=::,0,0,1,default,0
35677,Liz to Aoi Tori,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
44408,Long Zu,ONA,16,0,16,2023-02-12,2023-02-13,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
52890,Long Zu Episode 0,ONA,1,0,0,2023-02-12,2023-02-12,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
56352,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",TV,12,0,12,2024-01-08,2024-03-24,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by83dGgtdGltZS1sb29wLXRoZS12aWxsYWluZXNzLWVuam95cy1hLWNhcmVmcmVlLWxpZmUtbWFycmllZC10by1oZXItd29yc3QtZW5lbXktMTg3ODQiLCJwIjoiIn0=::,0,0,1,default,0
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
15051,Love Live! School Idol Project,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
56923,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,TV,12,0,1,2024-04-13,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
50709,Lycoris Recoil,TV,13,0,13,2022-07-03,2022-09-25,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
54440,Lycoris Recoil (Shinsaku Animation),Unknown,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
34599,Made in Abyss,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
54722,Mahou Shoujo ni Akogarete,TV,13,0,2,2024-01-06,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
20785,Mahouka Koukou no Rettousei,TV,26,0,26,2022-09-02,2022-09-04,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
50713,Mahouka Koukou no Rettousei 3rd Season,TV,13,0,13,2024-04-09,2024-06-29,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL3RoZS1pcnJlZ3VsYXItYXQtbWFnaWMtaGlnaC1zY2hvb2wtc2Vhc29uLTMtMTkxNDIiLCJwIjoiIn0=::,0,0,1,default,0
32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,Movie,1,0,1,2022-10-16,2022-10-16,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
59174,Mahouka Koukou no Rettousei Movie: Yotsuba Keishou-hen,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
40497,Mahouka Koukou no Rettousei: Raihousha-hen,TV,13,0,13,2022-09-10,2022-09-11,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
48375,Mahouka Koukou no Rettousei: Tsuioku-hen,TV Special,1,0,1,2022-12-23,2022-12-23,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35062,Mahoutsukai no Yome,TV,24,0,24,2023-04-06,2023-04-10,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
52955,Mahoutsukai no Yome Season 2,TV,12,0,2,2023-04-10,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
55742,Mahoutsukai no Yome Season 2 Part 2,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
50668,Mahoutsukai no Yoru,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
40571,Majo no Tabitabi,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52816,Majo to Yajuu,TV,12,0,2,2024-01-18,0000-00-00,,0,,0.00,Dropped,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by90aGUtd2l0Y2gtYW5kLXRoZS1iZWFzdC0xODg1MCIsInAiOiIifQ==::",0,0,1,default,0
54740,Make a Girl,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
57524,Make Heroine ga Oosugiru!,TV,12,0,8,2024-07-14,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
49470,Mamahaha no Tsurego ga Motokano datta,TV,12,0,12,2022-07-06,2022-09-21,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31537,Manaria Friends,TV,10,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
54853,Maou 2099,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
48417,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",TV,12,0,12,2023-01-08,2023-09-24,,7,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by93YXRjaC90aGUtbWlzZml0LW9mLWRlbW9uLWtpbmctYWNhZGVteS1paS0xNzY3NiIsInAiOiIifQ==::,0,0,1,default,0
48418,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2",TV,12,0,3,2024-04-13,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",TV,13,0,13,2022-08-28,2022-08-28,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
53434,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",TV,12,0,12,2024-04-06,2024-06-14,,0,,0.00,Completed,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL2FuLWFyY2hkZW1vbnMtZGlsZW1tYS1ob3ctdG8tbG92ZS15b3VyLWVsZi1icmlkZS0xOTEzMCIsInAiOiIifQ==::",0,0,1,default,0
33487,Masamune-kun no Revenge,TV,12,0,12,2023-03-31,2023-03-31,,7,,0.00,Completed,Watched it somewhere at 2021 or 2020 I think. Gotta give it a proper rewatch tho cuz I didnt finish it properly (re-watch started on 30.3.2023),1,,LOW,,0,0,1,default,0
51498,Masamune-kun no Revenge R,TV,12,0,12,2023-07-08,2023-09-18,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
10397,Mashiro-iro Symphony: The Color of Lovers,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52211,Mashle,TV,12,0,12,2023-04-08,2023-07-02,,7,,0.00,Completed,,2,,LOW,,0,0,1,default,0
55813,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,TV,12,0,12,2024-01-07,2024-03-31,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9tYXNobGUtbWFnaWMtYW5kLW11c2NsZXMtc2Vhc29uLTItMTg4NzQiLCJwIjoiIn0=::,0,0,1,default,0
31845,Masou Gakuen HxH,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
50392,Mato Seihei no Slave,TV,12,0,12,2024-01-04,2024-03-21,,7,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9jaGFpbmVkLXNvbGRpZXItdW5jZW5zb3JlZC0xODk1OCIsInAiOiIifQ==::,0,0,1,default,0
10110,Mayo Chiki!,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52973,Megami no Café Terrace,TV,12,0,12,2023-04-10,2023-06-25,,3,,0.00,Completed,,0,,LOW,,0,0,1,default,0
55749,Megami no Café Terrace 2nd Season,TV,12,0,5,2024-07-05,0000-00-00,,0,,0.00,Watching,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL3RoZS1jYWZlLXRlcnJhY2UtYW5kLWl0cy1nb2RkZXNzZXMtc2Vhc29uLTItMTkyNDQiLCJwIjoiIn0=::",0,0,1,default,0
41812,Megami-ryou no Ryoubo-kun.,TV,10,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
5962,Metal Fight Beyblade,TV,51,0,51,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
10370,Metal Fight Beyblade 4D,TV,52,0,52,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
13231,Metal Fight Beyblade Zero G,TV,38,0,38,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
8410,Metal Fight Beyblade: Baku,TV,51,0,51,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
54794,Metallic Rouge,TV,13,0,2,2024-01-26,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9tZXRhbGxpYy1yb3VnZS0xODg0NCIsInAiOiIifQ==::",0,0,1,default,0
38778,Midara na Ao-chan wa Benkyou ga Dekinai,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
48483,Mieruko-chan,TV,12,0,12,2022-10-22,2022-10-23,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
50586,Migi to Dali,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
10620,Mirai Nikki (TV),TV,26,0,11,2022-10-06,0000-00-00,,6,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
8424,MM!,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
55998,Momochi-san Chi no Ayakashi Ouji,TV,12,0,4,2024-01-27,0000-00-00,,0,,0.00,Dropped,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by90aGUtZGVtb24tcHJpbmNlLW9mLW1vbW9jaGktaG91c2UtMTg3NzUiLCJwIjoiIn0=::,0,0,1,default,0
30014,Momokuri,ONA,26,0,26,2022-10-18,2022-10-22,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
57864,Monogatari Series: Off & Monster Season,ONA,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
50384,Mononogatari,TV,12,0,12,2023-01-10,2023-03-27,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
54883,Mononogatari 2nd Season,TV,12,0,12,2023-07-08,2023-09-19,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
52107,Mononoke Movie: Karakasa,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
19,Monster,TV,74,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
57005,"Mukuwarenakatta Murabito A, Kizoku ni Hirowarete Dekiai sareru Ue ni, Jitsu wa Motteita Densetsu-kyuu no Kami Skill mo Kakusei shita",Unknown,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52080,Murai no Koi,ONA,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
31442,Musaigen no Phantom World,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
50923,Mushikaburi-hime,TV,12,0,12,2022-10-07,2022-12-22,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
56854,Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakatta n da ga,Unknown,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,TV,12,0,12,2023-07-16,2023-09-25,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
55818,Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,TV Special,1,0,1,2023-07-03,2023-07-03,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,TV,12,0,12,2024-04-07,2024-06-30,,9,,0.00,Completed,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL211c2hva3UtdGVuc2VpLWpvYmxlc3MtcmVpbmNhcm5hdGlvbi1zZWFzb24tMi1wYXJ0LTItMTkxNDciLCJwIjoiIn0=::",0,0,1,default,0
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,TV,11,0,11,2022-09-17,2022-09-17,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
50360,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,Special,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
